v_mean,v_std,a_mean,a_std,pos_var,vel_var,abs_v_current,dt_mean
-0.991464535250616,1.2259133447444888,5.547448234016642,162.41152457178407,0.0010466775543334,1.5028635288226198,0.6122041827197139,0.1453829999999999
-0.8152843216029074,1.0611629893371182,16.106720876889963,116.28949382083152,0.0008598082342502,1.1260668899388886,0.286743680659782,0.1112229999999999
-0.7124302379269475,0.9473357272362706,11.863444480092866,95.32848032140552,0.0007605487010001,0.8974449800982736,0.3010139032231074,0.0922725999999999
-0.6192450219816614,0.8775288547411055,11.084872809847385,82.57523986958799,0.0006897080814667,0.7700568909032364,0.1533189422552313,0.0799821666666666
-0.5535312142188792,0.8197208106834206,9.188137288648145,74.00352576357609,0.0006413875932857,0.6719422074674842,0.1592483676421854,0.0714222857142856
-0.5165519466519107,0.7660875885836249,7.20525262130497,67.75906588121462,0.0006212721974108,0.5868901933818734,0.2576970736831315,0.0651172499999999
-0.3645353628237396,0.849417621101791,12.876868187238196,64.75129402978526,0.0005445877530278,0.7215102950382257,0.8515973078016293,0.0602262222222221
-0.2802669563075151,0.844010739177091,9.3051273196073,61.50979445701947,0.0004884795880001,0.7123541278462595,0.4781487023385053,0.0561416999999999
-0.1542815226699827,0.9031690536321766,11.3277545263025,58.34364707557378,0.0005185308655636,0.8157143394388415,1.105572813705341,0.0529693636363635
-0.0733351991787433,0.905641307494268,9.0199578696359,55.8763654702499,0.0006294405846061,0.8201861778399272,0.8170743592248896,0.0502654166666666
-0.036993688896281,0.8769301565640983,6.591236258396027,53.93624947811211,0.0007557696610256,0.769006499491534,0.3991044344932664,0.0479964615384614
0.0407488672426905,0.8913286845306261,8.53126725675533,52.11161854475885,0.0010093445396318,0.7944668238670964,1.0514020970493214,0.0460327857142856
0.1676239017951341,0.989534390246813,10.964320299446898,50.88814537939647,0.0016318231861236,0.979178309481132,1.9438743855293457,0.0443607999999999
0.2659103908715684,1.033665080417867,9.870837184277752,49.21958200602776,0.0031319045652289,1.0684634984752757,1.7402077270180811,0.0439290624999999
0.451786954015538,1.1561454073485466,13.147352906366358,45.30912582870904,0.0080898611281105,1.336672202933137,0.7562790256852154,0.0203087647058822
0.6682419693945941,0.8817494784630553,6.103108194939055,34.03400173876314,0.0128932575080269,0.77748214276987,1.0506030652032896,0.0203672777777777
0.9042455459006998,0.7975195165535351,3.801518771801147,33.08514841346866,0.0213208646700068,0.6360373792837843,1.095588929819964,0.0214256315789473
0.9527122481083344,0.7261585760844252,2.845795928639619,32.68057789841115,0.0258069802752646,0.52730627762096,0.9311048263711612,0.0217551499999999
1.0442967496139428,0.6765459151439449,4.030869339201468,32.10430144447872,0.0308427831016161,0.4577143752979579,1.6783292065887734,0.0227039047619047
1.085219159989409,0.615585275358095,1.732389545885304,32.44970714768195,0.0354675307744536,0.3789452312377016,0.5441420511117038,0.0228485454545454
1.136757634237037,0.5294328120462927,0.5570274839380266,29.888434290659298,0.038481854457266,0.280299102471245,1.1808657661272528,0.0228883478260869
1.1508473393085696,0.5148211726322663,1.1740220327454416,28.93956249273904,0.0414446507015205,0.2650408397904618,1.079480905357492,0.0229937083333332
1.1509817333344656,0.494962415867056,-0.7537175966551186,27.73588786512848,0.0432741073180107,0.2449877931209525,0.7378056869941152,0.0230605199999999
1.1266448672841276,0.4940021243956476,0.1053135241099725,27.04105169952977,0.0442717390067015,0.2440380989074129,0.8780464493928289,0.0230548461538461
1.1342505903203828,0.4727050030934024,-0.7560125025413934,25.78926831016114,0.0420123776899488,0.2234500199495336,0.6161939415199149,0.0231682592592592
1.0991046143961942,0.4850960498787618,-2.193334532859097,23.843712669993227,0.0405747391970406,0.2353181776079782,0.6906849552906441,0.0232190714285713
1.032629653883251,0.4683664758598951,-2.394446088841586,23.503934647962605,0.0390800722177501,0.2193671557094177,0.4092359677108352,0.0232249655172413
1.0192167955017983,0.4660471157818805,-1.97392052261752,23.19123833073638,0.0405642391995667,0.2171999141286095,0.6302439024396835,0.0232024666666666
0.9154789317649886,0.3291855841640592,-0.6573596514110243,14.50477427824296,0.0385282711910609,0.1083631488214329,0.3614416278671585,0.0227561612903225
0.9110009526832972,0.3251380278201411,-0.2284924761026713,14.523131041468371,0.0382215969666187,0.1057147371347708,0.821226865930767,0.0227704374999999
0.8805289802348809,0.3463329949836732,-1.3225509399259376,14.826290134269104,0.0375755264629422,0.119946543414361,0.1849387715749121,0.0227612727272726
0.8360271063365777,0.3793025441725682,-1.6668323461107473,14.467813271097482,0.0361388835223744,0.143870420015783,0.4369412377393346,0.0227894411764705
0.818941699908877,0.3519233717304063,-1.0720089572799465,14.904318428084844,0.0352531833085488,0.1238500595700977,0.8534842680664214,0.0227951714285713
0.8043241442844739,0.3233040722325354,-0.1337866530025608,14.25222371508398,0.0349864693877386,0.1045255231221404,1.024479927467239,0.0228127222222221
0.793870371796425,0.3152223770936473,0.1608876641838682,13.827173757573105,0.0349759255229555,0.0993651470205695,0.7957285411110419,0.0228669459459459
0.8019645199968451,0.312544154103932,0.0698059810203247,13.658323687873608,0.0350777708593878,0.0976838482645424,1.0308858566168204,0.0228826578947368
0.7652084873619567,0.3470654691354742,-1.3842705601435623,14.673619049258708,0.0348572334012706,0.1204544398662267,0.1516004677958384,0.0229160512820512
0.7575393270645023,0.346003620315978,-0.6568617046917234,15.17513529898345,0.0361526197148095,0.1197185052717634,0.4584420754637851,0.0229083249999999
0.75847699539464,0.3407595007000173,-0.7647890769375658,14.982208150275556,0.0361642390755185,0.1161170373173251,0.869872304597957,0.0226376829268292
0.7304621090339085,0.305019965080833,-0.4063682213477746,14.689735121475264,0.0367589104952422,0.0930371790979126,0.7194430809047999,0.0225263095238094
0.7142962163551648,0.2911159657374932,0.2064122321553901,13.805023332569078,0.0375586098341281,0.0847485055072733,0.6392416148526175,0.0225455813953487
0.7198756951520464,0.2893131414427486,-0.195634894640676,13.898172691338964,0.0384682423103601,0.0837020938114719,0.5686145764937618,0.0224868409090908
0.7056392397532822,0.2962872506888828,-0.3528567564753162,14.235993050085533,0.0391072394777333,0.0877861349207768,0.7253218884117627,0.0225169555555555
